ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
2485	Guangzhou	only	只	ʦi³⁵	ts i ³⁵		597	551	ts i ³⁵	C V T	ts i - ³⁵	ts i ³⁵	C V T
2477	Guixian	only	只	ʦɿ⁴²	ts ɿ ⁴²		597	551	ts ɿ ⁴²	C V T	ts ɿ - ⁴²	ts ɿ ⁴²	C V T
2483	Hangzhou	only	只	ʦəʔ⁵	ts ə ⁵		597	551	ts ə ⁵	C V T	ts ə ʔ ⁵	ts ə ʔ ⁵	C V C T
2481	Hefei	only	只	t͡ʂəʔ⁵	ʈʂ ə ⁵		597	551	ʈʂ ə ⁵	C V T	ʈʂ ə ʔ ⁵	ʈʂ ə ʔ ⁵	C V C T
2482	Jinan	only	只	t͡ʂʅ⁴²	ʈʂ ʅ ⁴²		597	551	ʈʂ ʅ ⁴²	C V T	ʈʂ ʅ - ⁴²	ʈʂ ʅ ⁴²	C V T
2492	Kunming	only	只	t͡ʂʅ⁵³	ʈʂ ʅ ⁵³		597	551	ʈʂ ʅ ⁵³	C V T	ʈʂ ʅ - ⁵³	ʈʂ ʅ ⁵³	C V T
2475	Meixian	only	只	ʦak¹	ts a ¹		597	551	ts a ¹	C V T	ts a k ¹	ts a k ¹	C V C T
2486	Nanchang	only	只	ʦɨʔ⁵	ts ɨ ⁵		597	551	ts ɨ ⁵	C V T	ts ɨ ʔ ⁵	ts ɨ ʔ ⁵	C V C T
2493	Shanghai	only	只	ʦəʔ⁵	ts ə ⁵		597	551	ts ə ⁵	C V T	ts ə ʔ ⁵	ts ə ʔ ⁵	C V C T
2490	Shexian	only	只	ʨiʔ²¹	tɕ i ²¹		597	551	tɕ i ²¹	C V T	tɕ i ʔ ²¹	tɕ i ʔ ²¹	C V C T
2480	Xiamen	only	只	ʦi⁵³	ts i ⁵³		597	551	ts i ⁵³	C V T	ts i - ⁵³	ts i ⁵³	C V T
2126	Beijing	outside	外头	wajuai⁵¹tʰow	w a j ⁵¹ tʰ o w		283	304	w a j ⁵¹ tʰ o w -	C V C T C V C	- w a j u a i ⁵¹ tʰ - o w -	w a j u a i ⁵¹ tʰ o w	C V C V V V T C V C
2107	Changsha	outside	外头	wajuai¹¹təw	w a j ¹¹ t ə w		283	304	w a j ¹¹ t ə w -	C V C T C V C	- w a j u a i ¹¹ t - ə w -	w a j u a i ¹¹ t ə w	C V C V V V T C V C
2123	Chengdu	outside	外头	wajuai¹³tʰəw³¹	w a j ¹³ tʰ ə w ³¹		283	304	w a j ¹³ tʰ ə w ³¹	C V C T C V C T	- w a j u a i ¹³ tʰ - ə w ³¹	w a j u a i ¹³ tʰ ə w ³¹	C V C V V V T C V C T
2109	Guixian	outside	外头	wajuai²¹³tʰəw⁵⁵	w a j ²¹³ tʰ ə w ⁵⁵		283	304	w a j ²¹³ tʰ ə w ⁵⁵	C V C T C V C T	- w a j u a i ²¹³ tʰ - ə w ⁵⁵	w a j u a i ²¹³ tʰ ə w ⁵⁵	C V C V V V T C V C T
2116	Hangzhou	outside	外头	ɦwᴇ¹³dej²¹³	w ᴇ/e̞ ¹³ d e j ²¹³		283	304	w ᴇ/e̞ - ¹³ d e j ²¹³	C V T C V C T	ɦ w ᴇ/e̞ - - - - ¹³ d - e j ²¹³	ɦ w ᴇ/e̞ ¹³ d e j ²¹³	C C V T C V C T
2112	Hefei	outside	外头	wᴇ⁵³tʰɯ	w ᴇ/e̞ ⁵³ tʰ ɯ		283	304	w ᴇ/e̞ - ⁵³ tʰ ɯ - -	C V T C V	- w ᴇ/e̞ - - - - ⁵³ tʰ - ɯ - -	w ᴇ/e̞ ⁵³ tʰ ɯ	C V T C V
2113	Jinan	outside	外头	vɛ²¹tʰow	v ɛ ²¹ tʰ o w		283	304	v ɛ - ²¹ tʰ o w -	C V T C V C	- v ɛ - - - - ²¹ tʰ - o w -	v ɛ ²¹ tʰ o w	C V T C V C
2119	Nanchang	outside	外头	wajuai²¹tʰɛw⁰²	w a j ²¹ tʰ ɛ w ⁰²/¹²		283	304	w a j ²¹ tʰ ɛ w ⁰²/¹²	C V C T C V C T	- w a j u a i ²¹ tʰ - ɛ w ⁰²/¹²	w a j u a i ²¹ tʰ ɛ w ⁰²/¹²	C V C V V V T C V C T
2131	Shanghai	outside	外头	ŋa¹³dɤ¹³	ŋ a ¹³ d ɤ ¹³		283	304	ŋ a - ¹³ d ɤ - ¹³	C V T C V T	- ŋ a - - - - ¹³ d - ɤ - ¹³	ŋ a ¹³ d ɤ ¹³	C V T C V T
2125	Shexian	outside	外头	wɛ²²tʰju⁴⁴	w ɛ ²² tʰ u ⁴⁴		283	304	w ɛ - ²² tʰ u - ⁴⁴	C V T C V T	- w ɛ - - - - ²² tʰ j u - ⁴⁴	w ɛ ²² tʰ j u ⁴⁴	C V T C C V T
2124	Taiyuan	outside	外头	vaj⁴⁵tʰəw⁵³	v a j ⁴⁵ tʰ ə w ⁵³		283	304	v a j ⁴⁵ tʰ ə w ⁵³	C V C T C V C T	- v a j - - - ⁴⁵ tʰ - ə w ⁵³	v a j ⁴⁵ tʰ ə w ⁵³	C V C T C V C T
2127	Beijing	outside	外面儿	wajuai⁵¹mjan¹	w a ⁵¹ m j a ¹		658	601	w a ⁵¹ m j a ¹	C V T C C V T	- w a j u a i ⁵¹ m j a n ¹	w a j u a i ⁵¹ m j a n ¹	C V C V V V T C C V C T
2108	Changsha	outside	外面	wajuai¹¹mjẽ	w a ¹¹ m j ẽ		658	601	w a ¹¹ m j ẽ -	C V T C C V	- w a j u a i ¹¹ m j ẽ - -	w a j u a i ¹¹ m j ẽ	C V C V V V T C C V
2121	Chengdu	outside	外面	wajuai¹³mjan¹³	w a ¹³ m j a ¹³		658	601	w a ¹³ m j a ¹³	C V T C C V T	- w a j u a i ¹³ m j a n ¹³	w a j u a i ¹³ m j a n ¹³	C V C V V V T C C V C T
2115	Jinan	outside	外面	vɛ²¹mjã	v ɛ ²¹ m j ã		658	601	v ɛ ²¹ m j ã -	C V T C C V	- v ɛ - - - - ²¹ m j ã - -	v ɛ ²¹ m j ã	C V T C C V
2130	Shanghai	outside	外面	ŋa¹³mi¹³	ŋ a ¹³ m i ¹³		658	601	ŋ a ¹³ m - i ¹³	C V T C V T	- ŋ a - - - - ¹³ m - i - ¹³	ŋ a ¹³ m i ¹³	C V T C V T
2111	Xiamen	outside	外面	gwa²²bin²²	w a ²² b i ²²		658	601	w a ²² b - i ²²	C V T C V T	g w a - - - - ²² b - i n ²²	g w a ²² b i n ²²	C C V T C V C T
2128	Beijing	outside	外边儿	wajuai⁵¹pjar¹	w a j u a i ⁵¹ p j a r ¹		341	349	w a j u a i ⁵¹ p j a r ¹	C V C V V V T C C V C T	w a j u a i ⁵¹ p j a r ¹	w a j u a i ⁵¹ p j a r ¹	C V C V V V T C C V C T
2122	Chengdu	outside	外边	wajuai¹³pjan⁵⁵	w a j u a i ¹³ p j a n ⁵⁵		341	349	w a j u a i ¹³ p j a n ⁵⁵	C V C V V V T C C V C T	w a j u a i ¹³ p j a n ⁵⁵	w a j u a i ¹³ p j a n ⁵⁵	C V C V V V T C C V C T
2114	Jinan	outside	外边儿	vɛ²¹pjɛr	v ɛ ²¹ p j ɛ r		341	349	v ɛ - - - - ²¹ p j ɛ r -	C V T C C V C	v ɛ - - - - ²¹ p j ɛ r -	v ɛ ²¹ p j ɛ r	C V T C C V C
361	Beijing	pig	猪	t͡ʂu⁵⁵	ʈʂ u ⁵⁵		558	523	ʈʂ u ⁵⁵	C V T	ʈʂ u ⁵⁵	ʈʂ u ⁵⁵	C V T
349	Changsha	pig	猪	ʨy³³	tɕ y ³³		558	523	tɕ y ³³	C V T	tɕ y ³³	tɕ y ³³	C V T
358	Chengdu	pig	猪	ʦu⁵⁵	ts u ⁵⁵		558	523	ts u ⁵⁵	C V T	ts u ⁵⁵	ts u ⁵⁵	C V T
356	Guangzhou	pig	猪	ʦy⁵⁵	ts y ⁵⁵		558	523	ts y ⁵⁵	C V T	ts y ⁵⁵	ts y ⁵⁵	C V T
350	Guixian	pig	猪	ʦu⁵⁵	ts u ⁵⁵		558	523	ts u ⁵⁵	C V T	ts u ⁵⁵	ts u ⁵⁵	C V T
354	Hangzhou	pig	猪	ʦy³³	ts y ³³		558	523	ts y ³³	C V T	ts y ³³	ts y ³³	C V T
352	Hefei	pig	猪	t͡ʂu²¹	ʈʂ u ²¹		558	523	ʈʂ u ²¹	C V T	ʈʂ u ²¹	ʈʂ u ²¹	C V T
353	Jinan	pig	猪	t͡ʂu²¹³	ʈʂ u ²¹³		558	523	ʈʂ u ²¹³	C V T	ʈʂ u ²¹³	ʈʂ u ²¹³	C V T
362	Kunming	pig	猪	t͡ʂu⁴⁴	ʈʂ u ⁴⁴		558	523	ʈʂ u ⁴⁴	C V T	ʈʂ u ⁴⁴	ʈʂ u ⁴⁴	C V T
357	Nanchang	pig	猪	ʨy⁴²	tɕ y ⁴²		558	523	tɕ y ⁴²	C V T	tɕ y ⁴²	tɕ y ⁴²	C V T
360	Shexian	pig	猪	ʨy³¹	tɕ y ³¹		558	523	tɕ y ³¹	C V T	tɕ y ³¹	tɕ y ³¹	C V T
359	Taiyuan	pig	猪	ʦu¹¹	ts u ¹¹		558	523	ts u ¹¹	C V T	ts u ¹¹	ts u ¹¹	C V T
351	Xiamen	pig	猪	ti⁵⁵	t i ⁵⁵		558	523	t i ⁵⁵	C V T	t i ⁵⁵	t i ⁵⁵	C V T
104	Changsha	rain	落雨	lo²⁴y⁴¹	l o ²⁴ y ⁴¹		1162	143	l o - ²⁴ y ⁴¹	C V T V T	l o - ²⁴ - y ⁴¹	l o ²⁴ y ⁴¹	C V T V T
114	Chengdu	rain	落雨	no³¹y⁵³	n o ³¹ y ⁵³		1162	143	n o - ³¹ y ⁵³	C V T V T	n o - ³¹ - y ⁵³	n o ³¹ y ⁵³	C V T V T
111	Guangzhou	rain	落雨	lɔk²jy²³	l ɔ k ² y ²³		1162	143	l ɔ k ² y ²³	C V C T V T	l ɔ k ² j y ²³	l ɔ k ² j y ²³	C V C T C V T
106	Guixian	rain	落雨	lo²¹i⁴²	l o ²¹ i ⁴²		1162	143	l o - ²¹ i ⁴²	C V T V T	l o - ²¹ - i ⁴²	l o ²¹ i ⁴²	C V T V T
110	Hangzhou	rain	落雨	loʔ²y⁵³	l o ʔ ² y ⁵³		1162	143	l o ʔ ² y ⁵³	C V C T V T	l o ʔ ² - y ⁵³	l o ʔ ² y ⁵³	C V C T V T
103	Meixian	rain	落雨	lok⁵i³¹	l o k ⁵ i ³¹		1162	143	l o k ⁵ i ³¹	C V C T V T	l o k ⁵ - i ³¹	l o k ⁵ i ³¹	C V C T V T
112	Nanchang	rain	落雨	lɔʔ²y²¹³	l ɔ ʔ ² y ²¹³		1162	143	l ɔ ʔ ² y ²¹³	C V C T V T	l ɔ ʔ ² - y ²¹³	l ɔ ʔ ² y ²¹³	C V C T V T
119	Shanghai	rain	落雨	loʔ¹ɦy²³	l o ʔ ¹ y ²³		1162	143	l o ʔ ¹ y ²³	C V C T V T	l o ʔ ¹ ɦ y ²³	l o ʔ ¹ ɦ y ²³	C V C T C V T
116	Shexian	rain	落雨	lɔ²²y³⁵	l ɔ ²² y ³⁵		1162	143	l ɔ - ²² y ³⁵	C V T V T	l ɔ - ²² - y ³⁵	l ɔ ²² y ³⁵	C V T V T
107	Xiamen	rain	落雨	loʔ⁵hɔ²²	l o ʔ ⁵ ɔ ²²		1162	143	l o ʔ ⁵ ɔ ²²	C V C T V T	l o ʔ ⁵ h ɔ ²²	l o ʔ ⁵ h ɔ ²²	C V C T C V T
117	Beijing	rain	下雨	ɕja⁵¹y²¹⁴	ɕ j a ⁵¹ y ²¹⁴		140	192	ɕ j a ⁵¹ y ²¹⁴	C C V T V T	ɕ j a ⁵¹ - y ²¹⁴	ɕ j a ⁵¹ y ²¹⁴	C C V T V T
113	Chengdu	rain	下雨	ɕja¹³y⁵³	ɕ j a ¹³ y ⁵³		140	192	ɕ j a ¹³ y ⁵³	C C V T V T	ɕ j a ¹³ - y ⁵³	ɕ j a ¹³ y ⁵³	C C V T V T
105	Guixian	rain	下雨	ɕja²¹³i⁴²	ɕ j a ²¹³ i ⁴²		140	192	ɕ j a ²¹³ i ⁴²	C C V T V T	ɕ j a ²¹³ - i ⁴²	ɕ j a ²¹³ i ⁴²	C C V T V T
108	Hefei	rain	下雨	ɕja⁵³zy²⁴	ɕ j a ⁵³ y ²⁴		140	192	ɕ j a ⁵³ y ²⁴	C C V T V T	ɕ j a ⁵³ z y ²⁴	ɕ j a ⁵³ z y ²⁴	C C V T C V T
