ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
2550	Meixian	on purpose	有意	ju⁴⁴i⁵³	j u ⁴⁴ i ⁵³		808	723	- j u ⁴⁴ i ⁵³	C V T V T
2573	Shanghai	on purpose	有意	ɦjɤ¹³i⁵³	ɦ j ɤ ¹³ i ⁵³		808	723	ɦ j ɤ ¹³ i ⁵³	C C V T V T
2569	Shexian	on purpose	有意	ju³⁵i³²⁴	j u ³⁵ i ³²⁴		808	723	- j u ³⁵ i ³²⁴	C V T V T
2588	Beijing	one	一	i⁵⁵	i ⁵⁵		637	584	- - i - ⁵⁵	V T
2577	Changsha	one	一	i²⁴	i ²⁴		637	584	- - i - ²⁴	V T
2585	Chengdu	one	一	i³¹	i ³¹		637	584	- - i - ³¹	V T
2583	Guangzhou	one	一	jɐt⁵	j ɐ t ⁵		637	584	- j ɐ t ⁵	C V C T
2578	Guixian	one	一	i²¹	i ²¹		637	584	- - i - ²¹	V T
2582	Hangzhou	one	一	ʔjəʔ⁵	ʔ j ə ʔ ⁵		637	584	ʔ j ə ʔ ⁵	C C V C T
2580	Hefei	one	一	jəʔ⁵	j ə ʔ ⁵		637	584	- j ə ʔ ⁵	C V C T
2581	Jinan	one	一	i²¹³	i ²¹³		637	584	- - i - ²¹³	V T
2589	Kunming	one	一	i³¹	i ³¹		637	584	- - i - ³¹	V T
2576	Meixian	one	一	it¹	i t ¹		637	584	- - i t ¹	V C T
2584	Nanchang	one	一	iʔ⁵	i ʔ ⁵		637	584	- - i ʔ ⁵	V C T
2590	Shanghai	one	一	jɪʔ	j ɪ ʔ		637	584	- j ɪ ʔ -	C V C
2587	Shexian	one	一	iʔ²¹	i ʔ ²¹		637	584	- - i ʔ ²¹	V C T
2586	Taiyuan	one	一	jəʔ²	j ə ʔ ²		637	584	- j ə ʔ ²	C V C T
2579	Xiamen	one	一	it³²	i t ³²		637	584	- - i t ³²	V C T
1944	Guangzhou	one time	打一下	ha²³	h a ²³		655	600	h - a - ²³ - - - - -	C V T
1945	Taiyuan	one time	打一下	xa⁴⁵	x a ⁴⁵		655	600	x - a - ⁴⁵ - - - - -	C V T
2491	Beijing	only	只	t͡ʂʅ²¹⁴	ʈʂ ʅ ²¹⁴		597	551	ʈʂ ʅ - ²¹⁴	C V T
2476	Changsha	only	只	t͡ʂʅ⁴¹	ʈʂ ʅ ⁴¹		597	551	ʈʂ ʅ - ⁴¹	C V T
2487	Chengdu	only	只	ʦɿ⁵³	ts ɿ ⁵³		597	551	ts ɿ - ⁵³	C V T
2485	Guangzhou	only	只	ʦi³⁵	ts i ³⁵		597	551	ts i - ³⁵	C V T
2477	Guixian	only	只	ʦɿ⁴²	ts ɿ ⁴²		597	551	ts ɿ - ⁴²	C V T
2483	Hangzhou	only	只	ʦəʔ⁵	ts ə ʔ ⁵		597	551	ts ə ʔ ⁵	C V C T
2481	Hefei	only	只	t͡ʂəʔ⁵	ʈʂ ə ʔ ⁵		597	551	ʈʂ ə ʔ ⁵	C V C T
2482	Jinan	only	只	t͡ʂʅ⁴²	ʈʂ ʅ ⁴²		597	551	ʈʂ ʅ - ⁴²	C V T
2492	Kunming	only	只	t͡ʂʅ⁵³	ʈʂ ʅ ⁵³		597	551	ʈʂ ʅ - ⁵³	C V T
2475	Meixian	only	只	ʦak¹	ts a k ¹		597	551	ts a k ¹	C V C T
2486	Nanchang	only	只	ʦɨʔ⁵	ts ɨ ʔ ⁵		597	551	ts ɨ ʔ ⁵	C V C T
2493	Shanghai	only	只	ʦəʔ⁵	ts ə ʔ ⁵		597	551	ts ə ʔ ⁵	C V C T
2490	Shexian	only	只	ʨiʔ²¹	tɕ i ʔ ²¹		597	551	tɕ i ʔ ²¹	C V C T
2480	Xiamen	only	只	ʦi⁵³	ts i ⁵³		597	551	ts i - ⁵³	C V T
2126	Beijing	outside	外头	wajuai⁵¹tʰow	w a j u a i ⁵¹ tʰ o w		283	304	- w a j u a i ⁵¹ tʰ - o w -	C V C V V V T C V C
2107	Changsha	outside	外头	wajuai¹¹təw	w a j u a i ¹¹ t ə w		283	304	- w a j u a i ¹¹ t - ə w -	C V C V V V T C V C
2123	Chengdu	outside	外头	wajuai¹³tʰəw³¹	w a j u a i ¹³ tʰ ə w ³¹		283	304	- w a j u a i ¹³ tʰ - ə w ³¹	C V C V V V T C V C T
2109	Guixian	outside	外头	wajuai²¹³tʰəw⁵⁵	w a j u a i ²¹³ tʰ ə w ⁵⁵		283	304	- w a j u a i ²¹³ tʰ - ə w ⁵⁵	C V C V V V T C V C T
2116	Hangzhou	outside	外头	ɦwᴇ¹³dej²¹³	ɦ w ᴇ/e̞ ¹³ d e j ²¹³		283	304	ɦ w ᴇ/e̞ - - - - ¹³ d - e j ²¹³	C C V T C V C T
2112	Hefei	outside	外头	wᴇ⁵³tʰɯ	w ᴇ/e̞ ⁵³ tʰ ɯ		283	304	- w ᴇ/e̞ - - - - ⁵³ tʰ - ɯ - -	C V T C V
2113	Jinan	outside	外头	vɛ²¹tʰow	v ɛ ²¹ tʰ o w		283	304	- v ɛ - - - - ²¹ tʰ - o w -	C V T C V C
2119	Nanchang	outside	外头	wajuai²¹tʰɛw⁰²	w a j u a i ²¹ tʰ ɛ w ⁰²/¹²		283	304	- w a j u a i ²¹ tʰ - ɛ w ⁰²/¹²	C V C V V V T C V C T
2131	Shanghai	outside	外头	ŋa¹³dɤ¹³	ŋ a ¹³ d ɤ ¹³		283	304	- ŋ a - - - - ¹³ d - ɤ - ¹³	C V T C V T
2125	Shexian	outside	外头	wɛ²²tʰju⁴⁴	w ɛ ²² tʰ j u ⁴⁴		283	304	- w ɛ - - - - ²² tʰ j u - ⁴⁴	C V T C C V T
2124	Taiyuan	outside	外头	vaj⁴⁵tʰəw⁵³	v a j ⁴⁵ tʰ ə w ⁵³		283	304	- v a j - - - ⁴⁵ tʰ - ə w ⁵³	C V C T C V C T
2127	Beijing	outside	外面儿	wajuai⁵¹mjan¹	w a j u a i ⁵¹ m j a n ¹		658	601	- w a j u a i ⁵¹ m j a n ¹	C V C V V V T C C V C T
2108	Changsha	outside	外面	wajuai¹¹mjẽ	w a j u a i ¹¹ m j ẽ		658	601	- w a j u a i ¹¹ m j ẽ - -	C V C V V V T C C V
2121	Chengdu	outside	外面	wajuai¹³mjan¹³	w a j u a i ¹³ m j a n ¹³		658	601	- w a j u a i ¹³ m j a n ¹³	C V C V V V T C C V C T
2115	Jinan	outside	外面	vɛ²¹mjã	v ɛ ²¹ m j ã		658	601	- v ɛ - - - - ²¹ m j ã - -	C V T C C V
2130	Shanghai	outside	外面	ŋa¹³mi¹³	ŋ a ¹³ m i ¹³		658	601	- ŋ a - - - - ¹³ m - i - ¹³	C V T C V T
2111	Xiamen	outside	外面	gwa²²bin²²	g w a ²² b i n ²²		658	601	g w a - - - - ²² b - i n ²²	C C V T C V C T
2128	Beijing	outside	外边儿	wajuai⁵¹pjar¹	w a j u a i ⁵¹ p j a r ¹		341	349	w a j u a i ⁵¹ p j a r ¹	C V C V V V T C C V C T
2122	Chengdu	outside	外边	wajuai¹³pjan⁵⁵	w a j u a i ¹³ p j a n ⁵⁵		341	349	w a j u a i ¹³ p j a n ⁵⁵	C V C V V V T C C V C T
2114	Jinan	outside	外边儿	vɛ²¹pjɛr	v ɛ ²¹ p j ɛ r		341	349	v ɛ - - - - ²¹ p j ɛ r -	C V T C C V C
361	Beijing	pig	猪	t͡ʂu⁵⁵	ʈʂ u ⁵⁵		558	523	ʈʂ u ⁵⁵	C V T
349	Changsha	pig	猪	ʨy³³	tɕ y ³³		558	523	tɕ y ³³	C V T
358	Chengdu	pig	猪	ʦu⁵⁵	ts u ⁵⁵		558	523	ts u ⁵⁵	C V T
356	Guangzhou	pig	猪	ʦy⁵⁵	ts y ⁵⁵		558	523	ts y ⁵⁵	C V T
350	Guixian	pig	猪	ʦu⁵⁵	ts u ⁵⁵		558	523	ts u ⁵⁵	C V T
354	Hangzhou	pig	猪	ʦy³³	ts y ³³		558	523	ts y ³³	C V T
352	Hefei	pig	猪	t͡ʂu²¹	ʈʂ u ²¹		558	523	ʈʂ u ²¹	C V T
353	Jinan	pig	猪	t͡ʂu²¹³	ʈʂ u ²¹³		558	523	ʈʂ u ²¹³	C V T
362	Kunming	pig	猪	t͡ʂu⁴⁴	ʈʂ u ⁴⁴		558	523	ʈʂ u ⁴⁴	C V T
357	Nanchang	pig	猪	ʨy⁴²	tɕ y ⁴²		558	523	tɕ y ⁴²	C V T
360	Shexian	pig	猪	ʨy³¹	tɕ y ³¹		558	523	tɕ y ³¹	C V T
359	Taiyuan	pig	猪	ʦu¹¹	ts u ¹¹		558	523	ts u ¹¹	C V T
351	Xiamen	pig	猪	ti⁵⁵	t i ⁵⁵		558	523	t i ⁵⁵	C V T
104	Changsha	rain	落雨	lo²⁴y⁴¹	l o ²⁴ y ⁴¹		1162	143	l o - ²⁴ - y ⁴¹	C V T V T
114	Chengdu	rain	落雨	no³¹y⁵³	n o ³¹ y ⁵³		1162	143	n o - ³¹ - y ⁵³	C V T V T
111	Guangzhou	rain	落雨	lɔk²jy²³	l ɔ k ² j y ²³		1162	143	l ɔ k ² j y ²³	C V C T C V T
106	Guixian	rain	落雨	lo²¹i⁴²	l o ²¹ i ⁴²		1162	143	l o - ²¹ - i ⁴²	C V T V T
110	Hangzhou	rain	落雨	loʔ²y⁵³	l o ʔ ² y ⁵³		1162	143	l o ʔ ² - y ⁵³	C V C T V T
103	Meixian	rain	落雨	lok⁵i³¹	l o k ⁵ i ³¹		1162	143	l o k ⁵ - i ³¹	C V C T V T
112	Nanchang	rain	落雨	lɔʔ²y²¹³	l ɔ ʔ ² y ²¹³		1162	143	l ɔ ʔ ² - y ²¹³	C V C T V T
119	Shanghai	rain	落雨	loʔ¹ɦy²³	l o ʔ ¹ ɦ y ²³		1162	143	l o ʔ ¹ ɦ y ²³	C V C T C V T
116	Shexian	rain	落雨	lɔ²²y³⁵	l ɔ ²² y ³⁵		1162	143	l ɔ - ²² - y ³⁵	C V T V T
107	Xiamen	rain	落雨	loʔ⁵hɔ²²	l o ʔ ⁵ h ɔ ²²		1162	143	l o ʔ ⁵ h ɔ ²²	C V C T C V T
117	Beijing	rain	下雨	ɕja⁵¹y²¹⁴	ɕ j a ⁵¹ y ²¹⁴		140	192	ɕ j a ⁵¹ - y ²¹⁴	C C V T V T
113	Chengdu	rain	下雨	ɕja¹³y⁵³	ɕ j a ¹³ y ⁵³		140	192	ɕ j a ¹³ - y ⁵³	C C V T V T
105	Guixian	rain	下雨	ɕja²¹³i⁴²	ɕ j a ²¹³ i ⁴²		140	192	ɕ j a ²¹³ - i ⁴²	C C V T V T
108	Hefei	rain	下雨	ɕja⁵³zy²⁴	ɕ j a ⁵³ z y ²⁴		140	192	ɕ j a ⁵³ z y ²⁴	C C V T C V T
109	Jinan	rain	下雨	ɕja²¹y⁵⁵	ɕ j a ²¹ y ⁵⁵		140	192	ɕ j a ²¹ - y ⁵⁵	C C V T V T
118	Kunming	rain	下雨	ɕjᴀ²¹²i⁵³	ɕ j ᴀ/a̱ ²¹² i ⁵³		140	192	ɕ j ᴀ/a̱ ²¹² - i ⁵³	C C V T V T
115	Taiyuan	rain	下雨	xa⁴⁵y⁵³	x a ⁴⁵ y ⁵³		140	192	x - a ⁴⁵ - y ⁵³	C V T V T
216	Beijing	rainbow	虹	ʨjɑŋ⁵¹	tɕ j ɑ ŋ ⁵¹		855	765	tɕ j ɑ ŋ ⁵¹	C C V C T
202	Changsha	rainbow	虹	kan⁵⁵	k a n ⁵⁵		855	765	k - a n ⁵⁵	C V C T
210	Chengdu	rainbow	虹	xoŋ³¹	x o ŋ ³¹		855	765	x - o ŋ ³¹	C V C T
208	Guangzhou	rainbow	虹	hoŋ²¹	h o ŋ ²¹		855	765	h - o ŋ ²¹	C V C T
203	Guixian	rainbow	虹	kaŋ²¹³	k a ŋ ²¹³		855	765	k - a ŋ ²¹³	C V C T
205	Hefei	rainbow	虹	ʨjɑ̃⁵³	tɕ j ɑ̃ ⁵³		855	765	tɕ j ɑ̃ - ⁵³	C C V T
206	Jinan	rainbow	虹	ʨjaŋ²¹	tɕ j a ŋ ²¹		855	765	tɕ j a ŋ ²¹	C C V C T
217	Kunming	rainbow	虹	kᴀ̃²¹²	k ᴀ̃/ã̱ ²¹²		855	765	k - ᴀ̃/ã̱ - ²¹²	C V T
209	Nanchang	rainbow	虹	kɔŋ⁴⁵	k ɔ ŋ ⁴⁵		855	765	k - ɔ ŋ ⁴⁵	C V C T
214	Shexian	rainbow	虹	ka³²⁴	k a ³²⁴		855	765	k - a - ³²⁴	C V T
213	Taiyuan	rainbow	虹	ʨjɒ̃⁵³	tɕ j ɒ̃ ⁵³		855	765	tɕ j ɒ̃ - ⁵³	C C V T
204	Xiamen	rainbow	虹	kʰiŋ²²	kʰ i ŋ ²²		855	765	kʰ - i ŋ ²²	C V C T
211	Chengdu	rainbow	彩虹	ʦʰaj⁵³xoŋ³¹	tsʰ a j ⁵³ x o ŋ ³¹		796	714	tsʰ a j ⁵³ x o ŋ ³¹	C V C T C V C T
219	Shanghai	rainbow	彩虹	ʦʰe³⁵ɦoŋ¹³	tsʰ e ³⁵ ɦ o ŋ ¹³		796	714	tsʰ e - ³⁵ ɦ o ŋ ¹³	C V T C V C T
215	Shexian	rainbow	彩虹	ʦʰɛ³⁵ka³²⁴	tsʰ ɛ ³⁵ k a ³²⁴		796	714	tsʰ ɛ - ³⁵ k a - ³²⁴	C V T C V T
2041	Hangzhou	right	右边	ɦjø¹³pjᴇ̃³³	ɦ j ø ¹³ p j ᴇ̃/ẽ̞ ³³		181	224	ɦ j ø - - - - ¹³ p j ᴇ̃/ẽ̞ - ³³	C C V T C C V T
2037	Xiamen	right	正爿	ʦjã²¹piŋ	ts j ã ²¹ p i ŋ		36	367	- - - ts j ã - ²¹ - - - - p i ŋ - -	C C V T C V C
2047	Chengdu	right	右面	jəwiəu¹³mjan¹³	j ə w i əu ¹³ m j a n ¹³		443	434	- j ə w i əu ¹³ m j a n ¹³	C V C V V T C C V C T
2054	Shanghai	right	右面	ɦjɤ¹³mi¹³	ɦ j ɤ ¹³ m i ¹³		443	434	ɦ j ɤ - - - ¹³ m - i - ¹³	C C V T C V T
2049	Taiyuan	right	右面儿	jəwiəu⁴⁵mjar⁵³	j ə w i əu ⁴⁵ m j a r ⁵³		443	434	- j ə w i əu ⁴⁵ m j a r ⁵³	C V C V V T C C V C T
726	Beijing	right hand	右手	jowiou⁵¹ʂow²¹⁴	j o w i/j o u ⁵¹ ʂ o w ²¹⁴		181	224	- j o w i/j o u ⁵¹ ʂ - o w ²¹⁴	C V C V V V T C V C T
711	Changsha	right hand	右手	jəwiəu¹¹ʂəw⁴¹	j ə w i əu ¹¹ ʂ ə w ⁴¹		181	224	- j ə w - i əu ¹¹ ʂ - ə w ⁴¹	C V C V V T C V C T
722	Chengdu	right hand	右手	jəwiəu¹³səw⁵³	j ə w i əu ¹³ s ə w ⁵³		181	224	- j ə w - i əu ¹³ s - ə w ⁵³	C V C V V T C V C T
720	Guangzhou	right hand	右手	jɐw²²sɐw³⁵	j ɐ w ²² s ɐ w ³⁵		181	224	- j ɐ w - - - ²² s - ɐ w ³⁵	C V C T C V C T
712	Guixian	right hand	右手	jəwiəu²¹³səw⁴²	j ə w i əu ²¹³ s ə w ⁴²		181	224	- j ə w - i əu ²¹³ s - ə w ⁴²	C V C V V T C V C T
716	Hefei	right hand	右手	jɯ⁵³ʂɯ²⁴	j ɯ ⁵³ ʂ ɯ ²⁴		181	224	- j ɯ - - - - ⁵³ ʂ - ɯ - ²⁴	C V T C V T
717	Jinan	right hand	右手	jowiou²¹ʂow⁵⁵	j o w i/j o u ²¹ ʂ o w ⁵⁵		181	224	- j o w i/j o u ²¹ ʂ - o w ⁵⁵	C V C V V V T C V C T
727	Kunming	right hand	右手	jəwiəu²¹²ʂəw⁵³	j ə w i əu ²¹² ʂ ə w ⁵³		181	224	- j ə w - i əu ²¹² ʂ - ə w ⁵³	C V C V V T C V C T
710	Meixian	right hand	右手	ju⁵³su³¹	j u ⁵³ s u ³¹		181	224	- j u - - - - ⁵³ s - u - ³¹	C V T C V T
721	Nanchang	right hand	右手	ju²¹sɨw²¹³	j u ²¹ s ɨ w ²¹³		181	224	- j u - - - - ²¹ s - ɨ w ²¹³	C V T C V C T
728	Shanghai	right hand	右手	ɦjɤ¹³sɤ³⁵	ɦ j ɤ ¹³ s ɤ ³⁵		181	224	ɦ j ɤ - - - - ¹³ s - ɤ - ³⁵	C C V T C V T
724	Taiyuan	right hand	右手	jəwiəu⁴⁵səw⁵³	j ə w i əu ⁴⁵ s ə w ⁵³		181	224	- j ə w - i əu ⁴⁵ s - ə w ⁵³	C V C V V T C V C T
714	Xiamen	right hand	右手	ju²²ʦʰju⁵³	j u ²² tsʰ j u ⁵³		181	224	- j u - - - - ²² tsʰ j u - ⁵³	C V T C C V T
713	Guixian	right hand	正手	ʦen²¹³səw⁴²	ts e n ²¹³ s ə w ⁴²		564	528	ts - e n ²¹³ s - ə w ⁴²	C V C T C V C T
723	Taiyuan	right hand	正手	ʦəŋ⁴⁵səw⁵³	ts ə ŋ ⁴⁵ s ə w ⁵³		564	528	ts - ə ŋ ⁴⁵ s - ə w ⁵³	C V C T C V C T
715	Xiamen	right hand	正手	ʦjã²¹ʦʰju	ts j ã ²¹ tsʰ j u		564	528	ts j ã - ²¹ tsʰ j u - -	C C V T C C V
719	Hangzhou	right hand	大手	dɑ¹³sej⁵³	d ɑ ¹³ s e j ⁵³		35	356	d ɑ ¹³ s e j ⁵³	C V T C V C T
379	Beijing	rooster	公鸡	kuŋ⁵⁵ʨi⁵⁵	k u ŋ ⁵⁵ tɕ i ⁵⁵		412	411	k - - - - u ŋ ⁵⁵ - - - tɕ - i - ⁵⁵	C V C T C V T
365	Changsha	rooster	叫鸡公	ʨjawiau⁵⁵ʨi³³koŋ³³	tɕ j a w i a u ⁵⁵ tɕ i ³³ k o ŋ ³³		412	411	tɕ j a w i a u ⁵⁵ tɕ i ³³ k - o ŋ ³³	C C V C V V V T C V T C V C T
375	Chengdu	rooster	鸡公	ʨi⁵⁵koŋ⁵⁵	tɕ i ⁵⁵ k o ŋ ⁵⁵		412	411	tɕ - - - - i - ⁵⁵ - - - k - o ŋ ⁵⁵	C V T C V C T
372	Guangzhou	rooster	鸡公	kɐj⁵⁵koŋ⁵⁵	k ɐ j ⁵⁵ k o ŋ ⁵⁵		412	411	k - - - - ɐ j ⁵⁵ - - - k - o ŋ ⁵⁵	C V C T C V C T
366	Guixian	rooster	公鸡	koŋ⁵⁵ʨi⁵⁵	k o ŋ ⁵⁵ tɕ i ⁵⁵		412	411	k - - - - o ŋ ⁵⁵ - - - tɕ - i - ⁵⁵	C V C T C V T
368	Hefei	rooster	公鸡	kəŋ²¹ʦɿ²¹	k ə ŋ ²¹ ts ɿ ²¹		412	411	k - - - - ə ŋ ²¹ - - - ts - ɿ - ²¹	C V C T C V T
369	Jinan	rooster	公鸡	kuŋ²¹³ʨi	k u ŋ ²¹³ tɕ i		412	411	k - - - - u ŋ ²¹³ - - - tɕ - i - -	C V C T C V
380	Kunming	rooster	公鸡	koŋ⁴⁴ʨi⁴⁴	k o ŋ ⁴⁴ tɕ i ⁴⁴		412	411	k - - - - o ŋ ⁴⁴ - - - tɕ - i - ⁴⁴	C V C T C V T
364	Meixian	rooster	鸡公	ke⁴⁴kuŋ⁴⁴	k e ⁴⁴ k u ŋ ⁴⁴		412	411	k - - - - e - ⁴⁴ - - - k - u ŋ ⁴⁴	C V T C V C T
374	Nanchang	rooster	鸡公	ʨi⁴²kuŋ⁴²	tɕ i ⁴² k u ŋ ⁴²		412	411	tɕ - - - - i - ⁴² - - - k - u ŋ ⁴²	C V T C V C T
382	Shanghai	rooster	公鸡	koŋ⁵³ʨi⁵³	k o ŋ ⁵³ tɕ i ⁵³		412	411	k - - - - o ŋ ⁵³ - - - tɕ - i - ⁵³	C V C T C V T
378	Shexian	rooster	鸡公	ʨi³¹kwʌ̃³¹	tɕ i ³¹ k w ʌ̃ ³¹		412	411	tɕ - - - - i - ³¹ - - - k w ʌ̃ - ³¹	C V T C C V T
377	Taiyuan	rooster	公鸡	kwəŋ¹¹ʨi¹¹	k w ə ŋ ¹¹ tɕ i ¹¹		412	411	k - - w - ə ŋ ¹¹ - - - tɕ - i - ¹¹	C C V C T C V T
376	Chengdu	rooster	雄鸡	ɕɥoŋ³¹ʨi⁵⁵	ɕ ɥ o ŋ ³¹ tɕ i ⁵⁵		903	811	ɕ ɥ o ŋ ³¹ tɕ i ⁵⁵	C C V C T C V T
370	Hangzhou	rooster	雄鸡	ɦjoŋ²¹³ʨi³³	ɦ j o ŋ ²¹³ tɕ i ³³		903	811	ɦ j o ŋ ²¹³ tɕ i ³³	C C V C T C V T
381	Shanghai	rooster	雄鸡	ɦjoŋ¹³ʨi⁵³	ɦ j o ŋ ¹³ tɕ i ⁵³		903	811	ɦ j o ŋ ¹³ tɕ i ⁵³	C C V C T C V T
1120	Beijing	salt	盐	jan³⁵	j a n ³⁵		669	611	- j a n ³⁵	C V C T
1103	Changsha	salt	盐	jẽ¹³	j ẽ ¹³		669	611	- j ẽ - ¹³	C V T
1112	Chengdu	salt	盐	jan³¹	j a n ³¹		669	611	- j a n ³¹	C V C T
1110	Guangzhou	salt	盐	jim²¹	j i m ²¹		669	611	- j i m ²¹	C V C T
1109	Hangzhou	salt	盐	ɦjᴇ̃²¹³	ɦ j ᴇ̃/ẽ̞ ²¹³		669	611	ɦ j ᴇ̃/ẽ̞ - ²¹³	C C V T
1106	Hefei	salt	盐	jɪ̃⁵⁵	j ɪ̃ ⁵⁵		669	611	- j ɪ̃ - ⁵⁵	C V T
1107	Jinan	salt	盐	jã⁴²	j ã ⁴²		669	611	- j ã - ⁴²	C V T
1102	Meixian	salt	盐	jam¹¹	j a m ¹¹		669	611	- j a m ¹¹	C V C T
1111	Nanchang	salt	盐	jɛn⁴⁵	j ɛ n ⁴⁵		669	611	- j ɛ n ⁴⁵	C V C T
1122	Shanghai	salt	盐	ɦi¹³	ɦ i ¹³		669	611	ɦ - i - ¹³	C V T
1105	Xiamen	salt	盐	jam³⁵	j a m ³⁵		669	611	- j a m ³⁵	C V C T
1113	Chengdu	salt	盐巴	jan³¹pa⁵⁵	j a n ³¹ p a ⁵⁵		1132	116	j a n ³¹ p a ⁵⁵	C V C T C V T
1104	Guixian	salt	盐巴	jan²¹pa⁵⁵	j a n ²¹ p a ⁵⁵		1132	116	j a n ²¹ p a ⁵⁵	C V C T C V T
1121	Kunming	salt	盐巴	jɛ̃³¹pᴀ⁴⁴	j ɛ̃ ³¹ p ᴀ/a̱ ⁴⁴		1132	116	j ɛ̃ - ³¹ p ᴀ/a̱ ⁴⁴	C V T C V T
1108	Jinan	salt	咸盐	ɕjã⁴²jã⁴²	ɕ j ã ⁴² j ã ⁴²		936	840	ɕ j ã ⁴² j ã ⁴²	C C V T C V T
1118	Shexian	salt	咸盐	xɛ⁴⁴je⁴⁴	x ɛ ⁴⁴ j e ⁴⁴		936	840	x - ɛ ⁴⁴ j e ⁴⁴	C V T C V T
1114	Taiyuan	salt	咸盐	ɕje¹¹je¹¹	ɕ j e ¹¹ j e ¹¹		936	840	ɕ j e ¹¹ j e ¹¹	C C V T C V T
2174	Beijing	salty	咸	ɕjan³⁵	ɕ j a n ³⁵		38	385	ɕ j a n ³⁵	C C V C T
2163	Changsha	salty	咸	xan¹³	x a n ¹³		38	385	x - a n ¹³	C V C T
2171	Chengdu	salty	咸	xan³¹	x a n ³¹		38	385	x - a n ³¹	C V C T
2169	Guangzhou	salty	咸	ham²¹	h a m ²¹		38	385	h - a m ²¹	C V C T
2164	Guixian	salty	咸	ɕjan²¹	ɕ j a n ²¹		38	385	ɕ j a n ²¹	C C V C T
2168	Hangzhou	salty	咸	ɦjᴇ̃²¹³	ɦ j ᴇ̃/ẽ̞ ²¹³		38	385	ɦ j ᴇ̃/ẽ̞ - ²¹³	C C V T
2166	Hefei	salty	咸	ɕjɪ̃⁵⁵	ɕ j ɪ̃ ⁵⁵		38	385	ɕ j ɪ̃ - ⁵⁵	C C V T
2167	Jinan	salty	咸	ɕjã⁴²	ɕ j ã ⁴²		38	385	ɕ j ã - ⁴²	C C V T
2175	Kunming	salty	咸	ɕjɛ̃³¹	ɕ j ɛ̃ ³¹		38	385	ɕ j ɛ̃ - ³¹	C C V T
2162	Meixian	salty	咸	ham¹¹	h a m ¹¹		38	385	h - a m ¹¹	C V C T
2170	Nanchang	salty	咸	han²⁴	h a n ²⁴		38	385	h - a n ²⁴	C V C T
2176	Shanghai	salty	咸	ɦe¹³	ɦ e ¹³		38	385	ɦ - e - ¹³	C V T
2173	Shexian	salty	咸	xɛ⁴⁴	x ɛ ⁴⁴		38	385	x - ɛ - ⁴⁴	C V T
2172	Taiyuan	salty	咸	ɕje¹¹	ɕ j e ¹¹		38	385	ɕ j e - ¹¹	C C V T
2165	Xiamen	salty	咸	kjam³⁵	k j a m ³⁵		38	385	k j a m ³⁵	C C V C T
2772	Beijing	second	第二	ti⁵¹ər⁵¹	t i ⁵¹ ə r ⁵¹		753	683	t i - ⁵¹ - ə r ⁵¹	C V T V C T
2763	Changsha	second	第二	ti¹¹ə¹¹	t i ¹¹ ə ¹¹		753	683	t i - ¹¹ - ə - ¹¹	C V T V T
2769	Chengdu	second	第二	ti¹³ər¹³	t i ¹³ ə r ¹³		753	683	t i - ¹³ - ə r ¹³	C V T V C T
2767	Guangzhou	second	第二	tɐj²²ji²²	t ɐ j ²² j i ²²		753	683	t ɐ j ²² j i - ²²	C V C T C V T
2764	Guixian	second	第二	ti²¹³ɚ²¹³	t i ²¹³ ɚ ²¹³		753	683	t i - ²¹³ - ɚ - ²¹³	C V T V T
2766	Hangzhou	second	第二	di¹³əl⁴⁴⁵	d i ¹³ ə l ⁴⁴⁵		753	683	d i - ¹³ - ə l ⁴⁴⁵	C V T V C T
2765	Jinan	second	第二	ti²¹ər²¹	t i ²¹ ə r ²¹		753	683	t i - ²¹ - ə r ²¹	C V T V C T
2773	Kunming	second	第二	ti²¹²ə²¹²	t i ²¹² ə ²¹²		753	683	t i - ²¹² - ə - ²¹²	C V T V T
2762	Meixian	second	第二	tʰi⁵³ŋi⁵³	tʰ i ⁵³ ŋ i ⁵³		753	683	tʰ i - ⁵³ ŋ i - ⁵³	C V T C V T
2768	Nanchang	second	第二	tʰi²¹ɵ²¹	tʰ i ²¹ ɵ ²¹		753	683	tʰ i - ²¹ - ɵ - ²¹	C V T V T
2774	Shanghai	second	第二	di¹³ȵi¹³	d i ¹³ ɲ i ¹³		753	683	d i - ¹³ ɲ i - ¹³	C V T C V T
2771	Shexian	second	第二	tʰi²²ɛ²²	tʰ i ²² ɛ ²²		753	683	tʰ i - ²² - ɛ - ²²	C V T V T
2770	Taiyuan	second	第二	ti⁴⁵ər⁴⁵	t i ⁴⁵ ə r ⁴⁵		753	683	t i - ⁴⁵ - ə r ⁴⁵	C V T V C T
1620	Changsha	self	自家	ʦɿ¹¹ka	ts ɿ ¹¹ k a		727	659	ts ɿ ¹¹ k - a -	C V T C V
1631	Chengdu	self	自家	ʦɿ¹³ʨja⁵⁵	ts ɿ ¹³ tɕ j a ⁵⁵		727	659	ts ɿ ¹³ tɕ j a ⁵⁵	C V T C C V T
1622	Guixian	self	自家	ʦɿ²¹³ʨja⁵⁵	ts ɿ ²¹³ tɕ j a ⁵⁵		727	659	ts ɿ ²¹³ tɕ j a ⁵⁵	C V T C C V T
