ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
3242	NorthMarquesan	Twenty	tekau	tekau	t e k a u	Twenty.(Source: Pollex)	805	t e k a u	C V C V V	t e k a u	t e k a u	C V C V V
3531	EastFutuna	Twenty	kaulua	kaulua	k a u l u a		947	k a u l u a	C V V C V V	- - - k a u l u a	k a u l u a	C V V C V V
5509	Hawaiian	Twenty	iwakālua	iwakālua	k aː l u a		947	k aː - l u a	C V C V V	i w a k aː - l u a	i w a k aː l u a	V C V C V C V V
3814	Pukapuka	Twenty	laulua	laulua	l a u l u a	traditional Puk.	947	l a u l u a	C V V C V V	- - - l a u l u a	l a u l u a	C V V C V V
7308	Anuta	Two	rua	rua	r u a	Two (Yen)	9	r u - - a	C V V	r u - - a	r u a	C V V
3540	EastFutuna	Two	lua	lua	l u a	Two	9	l u - - a	C V V	l u - - a	l u a	C V V
254	EastUvea	Two	lua	lua	l u a	Two	9	l u - - a	C V V	l u - - a	l u a	C V V
1391	Emae	Two	rua	rua	r u a		9	r u - - a	C V V	r u - - a	r u a	C V V
5273	FutunaAniwa	Two	rua	rua	r u a		9	r u - - a	C V V	r u - - a	r u a	C V V
5519	Hawaiian	Two	lua	lua	l u a		9	l u - - a	C V V	l u - - a	l u a	C V V
942	Kapingamarangi	Two	lua	lua	l u a	Two (Lbr)	9	l u - - a	C V V	l u - - a	l u a	C V V
2086	Luangiua	Two	lua	lua	l u a	Two	9	l u - - a	C V V	l u - - a	l u a	C V V
1836	Mangareva	Two	rua	rua	r u a		9	r u - - a	C V V	r u - - a	r u a	C V V
719	Maori	Two	rua	rua	r u a		9	r u - - a	C V V	r u - - a	r u a	C V V
4127	MeleFila	Two	rua	rua	r u a		9	r u - - a	C V V	r u - - a	r u a	C V V
4777	Niuean	Two	ua	ua	u a	Two	9	- u - - a	V V	- u - - a	u a	V V
3252	NorthMarquesan	Two	'ua	'ua	ʔ u a	Two (I)	9	ʔ u - - a	C V V	ʔ u - - a	ʔ u a	C V V
6254	Nukeria	Two	hiaoa	hiaoa	h i a o a	(reporting)	9	h i a o a	C V V V V	h i a o a	h i a o a	C V V V V
6048	Penrhyn	Two	rua	rua	r u a	Two	9	r u - - a	C V V	r u - - a	r u a	C V V
503	Polynesian	Two	*rua	*rua	r u a		9	r u - - a	C V V	r u - - a	r u a	C V V
3825	Pukapuka	Two	lua	lua	l u a		9	l u - - a	C V V	l u - - a	l u a	C V V
2520	RakahangaManihiki	Two	lua	lua	l u a		9	l u - - a	C V V	l u - - a	l u a	C V V
1584	Rapanui	Two	rua	rua	r u a	Two	9	r u - - a	C V V	r u - - a	r u a	C V V
7334	Anuta	above	ruŋa	ruŋa	r u ŋ a	Above (Fbg)	1382	r u ŋ a	C V C V	- - - r u ŋ a	r u ŋ a	C V C V
3571	EastFutuna	above	à/luga/	luga	l u ŋ a	Above	1382	l u ŋ a	C V C V	- - - l u ŋ a	l u ŋ a	C V C V
281	EastUvea	above	'o/luga/	luga	l u ŋ a	Above (Rch) B. [<]	1382	l u ŋ a	C V C V	- - - l u ŋ a	l u ŋ a	C V C V
5298	FutunaAniwa	above	weihlunga	weihlunga	ʰl u ŋ a		1382	ʰl u ŋ a	C V C V	w e i ʰl u ŋ a	w e i ʰl u ŋ a	C V V C V C V
5549	Hawaiian	above	i luna	i luna	l u n a		1382	l u n a	C V C V	- i - l u n a	i l u n a	V C V C V
2111	Luangiua	above	luŋa	luŋa	l u ŋ a	Above (Fts)	1382	l u ŋ a	C V C V	- - - l u ŋ a	l u ŋ a	C V C V
1859	Mangareva	above	runga	runga	r u ŋ a		1382	r u ŋ a	C V C V	- - - r u ŋ a	r u ŋ a	C V C V
749	Maori	above	i runga	i runga	r u ŋ a		1382	r u ŋ a	C V C V	- i - r u ŋ a	i r u ŋ a	V C V C V
4802	Niuean	above	lunga	lunga	l u ŋ a	Above	1382	l u ŋ a	C V C V	- - - l u ŋ a	l u ŋ a	C V C V
3280	NorthMarquesan	above	'una	'una	ʔ u n a	Above	1382	ʔ u n a	C V C V	- - - ʔ u n a	ʔ u n a	C V C V
6283	Nukeria	above	i aruna	i aruna	r u n a		1382	r u n a	C V C V	- i a r u n a	i a r u n a	V V C V C V
6065	Penrhyn	above	runga	runga	r u ŋ a	Top	1382	r u ŋ a	C V C V	- - - r u ŋ a	r u ŋ a	C V C V
525	Polynesian	above	*i luŋa	*i luŋa	l u ŋ a	PPn shows lexical replacement.	1382	l u ŋ a	C V C V	- i - l u ŋ a	i l u ŋ a	V C V C V
3868	Pukapuka	above	lunga	lunga	l u ŋ a		1382	l u ŋ a	C V C V	- - - l u ŋ a	l u ŋ a	C V C V
4344	Raivavae	above	Guʔa	Guʔa	ɢ u ʔ a		1382	ɢ u ʔ a	C V C V	- - - ɢ u ʔ a	ɢ u ʔ a	C V C V
2551	RakahangaManihiki	above	runga	runga	r u ŋ a		1382	r u ŋ a	C V C V	- - - r u ŋ a	r u ŋ a	C V C V
1613	Rapanui	above	ruga	ruga	r u g a		1382	r u g a	C V C V	- - - r u g a	r u g a	C V C V
7316	Anuta	all	katoa	katoa	k a t o a	All, each, every (Fbg)	293	k a t o - - - a	C V C V V	k a t o - - - a	k a t o a	C V C V V
3548	EastFutuna	all	kaatoa	kaatoa	k aː t o a	Etre rassemble, etre en complet; tout, tous (determinant nominal) (Mfr)	293	k aː t o - - - a	C V C V V	k aː t o - - - a	k aː t o a	C V C V V
260	EastUvea	all	katoa	katoa	k a t o a	Tout, universel, complet	293	k a t o - - - a	C V C V V	k a t o - - - a	k a t o a	C V C V V
948	Kapingamarangi	all	huo/godoo/	godoo	g o d oː	All (Lbr)	293	g o d oː - - - -	C V C V	g o d oː - - - -	g o d oː	C V C V
2093	Luangiua	all	h/aakoa	aakoa	aː k o a	All	293	- aː k o - - - a	V C V V	- aː k o - - - a	aː k o a	V C V V
727	Maori	all	katoa	katoa	k a t o a		293	k a t o - - - a	C V C V V	k a t o - - - a	k a t o a	C V C V V
4784	Niuean	all	gotoa	gotoa	g o t o a	All, everyone, whole. Archaic, used in church (Sph)	293	g o t o - - - a	C V C V V	g o t o - - - a	g o t o a	C V C V V
6263	Nukeria	all	katoo	katoo	k a t oː		293	k a t oː - - - -	C V C V	k a t oː - - - -	k a t oː	C V C V
6054	Penrhyn	all	katoa	katoa	k a t o a	All	293	k a t o - - - a	C V C V V	k a t o - - - a	k a t o a	C V C V V
509	Polynesian	all	*katoa	*katoa	k a t o a	PPn shows a lexical replacement	293	k a t o - - - a	C V C V V	k a t o - - - a	k a t o a	C V C V V
3839	Pukapuka	all	katoa(toa)	katoa	k a t o a		293	k a t o - - - a	C V C V V	k a t o - - - a	k a t o a	C V C V V
4327	Raivavae	all	ʔatoʔa	ʔatoʔa	ʔ a t o ʔ a		293	ʔ a t o - ʔ - a	C V C V C V	ʔ a t o - ʔ - a	ʔ a t o ʔ a	C V C V C V
2528	RakahangaManihiki	all	kaatoatoa	kaatoatoa	k aː t o a t o a		293	k aː t o a t o a	C V C V V C V V	k aː t o a t o a	k aː t o a t o a	C V C V V C V V
5526	Hawaiian	all	apau	apau	p a u		1075	p a - - - u	C V V	a p a - - - u	a p a u	V C V V
3838	Pukapuka	all	pau	pau	p a u		1075	p a - - - u	C V V	- p a - - - u	p a u	C V V
2529	RakahangaManihiki	all	pauroa	pauroa	p a u r o a		1075	p a u r o a	C V V C V V	- p a u r o a	p a u r o a	C V V C V V
7314	Anuta	and	mo	mo	m o	With	1383	m o	C V	m o	m o	C V
3547	EastFutuna	and	mo	mo	m o	And, together with (Bgs)	1383	m o	C V	m o	m o	C V
259	EastUvea	and	mo	mo	m o	Et, avec (Rch)	1383	m o	C V	m o	m o	C V
4133	MeleFila	and	ŋo	ŋo	ŋ o		1383	ŋ o	C V	ŋ o	ŋ o	C V
4782	Niuean	and	mo	mo	m o	And, with, for, nor, as, in, from (McE)	1383	m o	C V	m o	m o	C V
6261	Nukeria	and	noo	noo	n oː	(verbal phrases)	1383	n oː	C V	n oː	n oː	C V
7315	Anuta	and	maa	maa	m aː	And (used with numerals) (Fbg)	520	m aː	C V	- m aː - -	m aː	C V
1397	Emae	and	mare	mare	m a		520	m a	C V	- m a r e	m a r e	C V C V
5279	FutunaAniwa	and	ma	ma	m a		520	m a	C V	- m a - -	m a	C V
5525	Hawaiian	and	a me	a me	m e		520	m e	C V	a m e - -	a m e	V C V
947	Kapingamarangi	and	maangi	maangi	m aː	Pollex 06: Maa. :And, for.	520	m aː	C V	- m aː ŋ i	m aː ŋ i	C V C V
2092	Luangiua	and	maa	maa	m aː	With (Smd)	520	m aː	C V	- m aː - -	m aː	C V
726	Maori	and	me	me	m e		520	m e	C V	- m e - -	m e	C V
4783	Niuean	and	ma	ma	m a	And (not confined to numerals)	520	m a	C V	- m a - -	m a	C V
3259	NorthMarquesan	and	maa	maa	m aː	And (with numerals)	520	m aː	C V	- m aː - -	m aː	C V
6262	Nukeria	and	ma	ma	m a	(noun phrases)	520	m a	C V	- m a - -	m a	C V
6053	Penrhyn	and	ma(a)	ma	m a	Additive	520	m a	C V	- m a - -	m a	C V
3837	Pukapuka	and	ma	ma	m a		520	m a	C V	- m a - -	m a	C V
1593	Rapanui	and	ma	ma	m a		520	m a	C V	- m a - -	m a	C V
7365	Anuta	ashes	repu	repu	r e p u	Ashes (Yen)	1183	r e p - u	C V C V	- - - - - - r e p - u	r e p u	C V C V
3608	EastFutuna	ashes	lafu	lafu	l a f u	Ashes B. (Bgs) [<]	1183	l a f - u	C V C V	- - - - - - l a f - u	l a f u	C V C V
315	EastUvea	ashes	lefu/lefu	lefu	l e f u	Cendre (Rch)	1183	l e f - u	C V C V	- - - - - - l e f - u	l e f u	C V C V
1440	Emae	ashes	refu	refu	r e f u		1183	r e f - u	C V C V	- - - - - - r e f - u	r e f u	C V C V
5335	FutunaAniwa	ashes	magarafu	magarafu	r a f u		1183	r a f - u	C V C V	m a g - - a r a f - u	m a g a r a f u	C V C V C V C V
5580	Hawaiian	ashes	lehu	lehu	l e h u		1183	l e h - u	C V C V	- - - - - - l e h - u	l e h u	C V C V
994	Kapingamarangi	ashes	lehu	lehu	l e h u	Ashes (Lbr)	1183	l e h - u	C V C V	- - - - - - l e h - u	l e h u	C V C V
2141	Luangiua	ashes	lehu	lehu	l e h u	Ashes	1183	l e h - u	C V C V	- - - - - - l e h - u	l e h u	C V C V
1895	Mangareva	ashes	e'u	e'u	ʔ u		1183	- - ʔ - u	C V	- - ʔ - - e - - ʔ - u	ʔ e ʔ u	C V C V
781	Maori	ashes	pungarehu	pungarehu	r e h u		1183	r e h - u	C V C V	p u ŋ - - a r e h - u	p u ŋ a r e h u	C V C V C V C V
4176	MeleFila	ashes	arefu	arefu	r e f u		1183	r e f - u	C V C V	- - - - - a r e f - u	a r e f u	V C V C V
4831	Niuean	ashes	efu/efu	efu	e f u	Ashes (I)	1183	- e f - u	V C V	- - - - - - - e f - u	e f u	V C V
3327	NorthMarquesan	ashes	ke/'ehu/	'ehu	h u	Ashes; irregular	1183	- - h - u	C V	- - ʔ - - e - - h - u	ʔ e h u	C V C V
6317	Nukeria	ashes	rehu	rehu	r e h u		1183	r e h - u	C V C V	- - - - - - r e h - u	r e h u	C V C V
6096	Penrhyn	ashes	rehu	rehu	r e h u	Pollex 06: Rehu. :Ash (Sta).	1183	r e h - u	C V C V	- - - - - - r e h - u	r e h u	C V C V
554	Polynesian	ashes	*refu	*refu	r e f u	(-refu) (ashes)	1183	r e f - u	C V C V	- - - - - - r e f - u	r e f u	C V C V
3914	Pukapuka	ashes	lewulewu	lewulewu	l e w u		1183	l e w - u	C V C V	l e w - - u l e w - u	l e w u l e w u	C V C V C V C V
4373	Raivavae	ashes	Gehu auahi	Gehu auahi	a h i		1183	- a h - i	V C V	ɢ e h u a u - a h - i	ɢ e h u a u a h i	C V C V V V V C V
2588	RakahangaManihiki	ashes	rehu	rehu	r e h u		1183	r e h - u	C V C V	- - - - - - r e h - u	r e h u	C V C V
1650	Rapanui	ashes	éoéo	éoéo	o ʔ e o		1183	- o ʔ e o	V C V V	- - ʔ - - e - o ʔ e o	ʔ e o ʔ e o	C V V C V V
3575	EastFutuna	at	teì(teì)	teì	t e ʔ i	Sur le point de...presque, peu s'en faut,  peu peu s'en est fallu (Gzl) [<]	948	t e ʔ i	C V C V	t e ʔ i	t e ʔ i	C V C V
282	EastUvea	at	tei	tei	t e i	Presque; sur le point de; quasi (Btn) [<]	948	t e - i	C V V	t e - i	t e i	C V V
751	Maori	at	hei	hei	h e i		948	h e - i	C V V	h e - i	h e i	C V V
3794	EastFutuna	back	tu'a	tu'a	t u ʔ a		188	t u ʔ - - - - a	C V C V	t u ʔ - - - - a	t u ʔ a	C V C V
486	EastUvea	back	tu'a	tu'a	t u ʔ a	Pollex 06: Tu`a. :Back.	188	t u ʔ - - - - a	C V C V	t u ʔ - - - - a	t u ʔ a	C V C V
1559	Emae	back	simatua	simatua	s i m a t u a		188	s i m a t u - a	C V C V C V V	s i m a t u - a	s i m a t u a	C V C V C V V
5493	FutunaAniwa	back	bua	bua	b u a		188	b u - - - - - a	C V V	b u - - - - - a	b u a	C V V
5726	Hawaiian	back	kua	kua	k u a		188	k u - - - - - a	C V V	k u - - - - - a	k u a	C V V
1130	Kapingamarangi	back	dua	dua	d u a	Back (of a person) (Lbr)	188	d u - - - - - a	C V V	d u - - - - - a	d u a	C V V
2278	Luangiua	back	aŋa/kua	aŋa	a ŋ a	Pollex 06: A9a/kua. :Back	188	- a ŋ - - - - a	V C V	- a ŋ - - - - a	a ŋ a	V C V
2063	Mangareva	back	tua	tua	t u a		188	t u - - - - - a	C V V	t u - - - - - a	t u a	C V V
919	Maori	back	tuaraa	tuaraa	t u a r aː		188	t u - - - a r aː	C V V C V	t u - - - a r aː	t u a r aː	C V V C V
4989	Niuean	back	tu'a	tu'a	t u ʔ a		188	t u ʔ - - - - a	C V C V	t u ʔ - - - - a	t u ʔ a	C V C V
3512	NorthMarquesan	back	tua	tua	t u a	Dos, echine, se mettre dos a dos (Dln)	188	t u - - - - - a	C V V	t u - - - - - a	t u a	C V V
6486	Nukeria	back	kantua	kantua	k a nt u a		188	k a nt - - u - a	C V C V V	k a nt - - u - a	k a nt u a	C V C V V
689	Polynesian	back	*tuqa	*tuqa	t u ʔ a	Replaces	188	t u ʔ - - - - a	C V C V	t u ʔ - - - - a	t u ʔ a	C V C V
4099	Pukapuka	back	tua	tua	t u a		188	t u - - - - - a	C V V	t u - - - - - a	t u a	C V V
4496	Raivavae	back	tua	tua	t u a		188	t u - - - - - a	C V V	t u - - - - - a	t u a	C V V
2757	RakahangaManihiki	back	tua	tua	t u a	back	188	t u - - - - - a	C V V	t u - - - - - a	t u a	C V V
1807	Rapanui	back	tu'a ivi	tu'a ivi	t u ʔ a i v i		188	t u ʔ a - i v i	C V C V V C V	t u ʔ a - i v i	t u ʔ a i v i	C V C V V C V
7505	Anuta	back	m-uri	m-uri	m u r i	back, the rear portion of something, behind	667	m u r i	C V C V	m u r i	m u r i	C V C V
4098	Pukapuka	back	muli	muli	m u l i	back, rear [not certain this is 'back' as in the body part-MW]	667	m u l i	C V C V	m u l i	m u l i	C V C V
2758	RakahangaManihiki	back	muri	muri	m u r i	back, behind [not certain that this is 'back' as in bodypart -MW]	667	m u r i	C V C V	m u r i	m u r i	C V C V
1424	Emae	bad, evil	sati	sati	s a t i		12	s a t i	C V C V	s a t i	s a t i	C V C V
5310	FutunaAniwa	bad, evil	saa	saa	s aː	Bad	12	s aː - -	C V	s aː - -	s aː	C V
2121	Luangiua	bad, evil	sa/ìŋo	ìŋo	ʔ i ŋ o	Bad	12	ʔ i ŋ o	C V C V	ʔ i ŋ o	ʔ i ŋ o	C V C V
4160	MeleFila	bad, evil	sa	sa	s a		12	s a - -	C V	s a - -	s a	C V
533	Polynesian	bad, evil	*saqa	*saqa	s a ʔ a	?'bad, of improper conduct, unseemly, forbidden'	12	s a ʔ a	C V C V	s a ʔ a	s a ʔ a	C V C V
3583	EastFutuna	bad, evil	kino	kino	k i n o	Mauvais (Gzl)	1384	k i n o	C V C V	k i n o	k i n o	C V C V
5560	Hawaiian	bad, evil	'ino	'ino	ʔ i n o		1384	ʔ i n o	C V C V	ʔ i n o	ʔ i n o	C V C V
1872	Mangareva	bad, evil	kino	kino	k i n o		1384	k i n o	C V C V	k i n o	k i n o	C V C V
761	Maori	bad, evil	kino	kino	k i n o		1384	k i n o	C V C V	k i n o	k i n o	C V C V
3294	NorthMarquesan	bad, evil	ìno	ìno	ʔ i n o	Mechant, mauvais, chiche (Dln)	1384	ʔ i n o	C V C V	ʔ i n o	ʔ i n o	C V C V
6074	Penrhyn	bad, evil	kino	kino	k i n o	Bad (Lmt)	1384	k i n o	C V C V	k i n o	k i n o	C V C V
3882	Pukapuka	bad, evil	kino	kino	k i n o		1384	k i n o	C V C V	k i n o	k i n o	C V C V
4354	Raivavae	bad, evil	ʔino	ʔino	ʔ i n o		1384	ʔ i n o	C V C V	ʔ i n o	ʔ i n o	C V C V
2564	RakahangaManihiki	bad, evil	kino	kino	k i n o		1384	k i n o	C V C V	k i n o	k i n o	C V C V
1624	Rapanui	bad, evil	kino	kino	k i n o	Bad, perverse (Fts)	1384	k i n o	C V C V	k i n o	k i n o	C V C V
7504	Anuta	belly	ma(a)nava	manava	m a n a v a	Belly, stomach (Fbg)	1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
3792	EastFutuna	belly	manava	manava	m a n a v a		1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
484	EastUvea	belly	manava	manava	m a n a v a	Belly, stomach	1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
5491	FutunaAniwa	belly	manava	manava	m a n a v a	Belly	1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
2277	Luangiua	belly	maŋava	maŋava	m a ŋ a v a	Belly, seat of the emotions, entrails (Bsr)	1385	m a ŋ a v - - - a	C V C V C V	m a ŋ a v - - - a	m a ŋ a v a	C V C V C V
2061	Mangareva	belly	manava	manava	m a n a v a	Innards	1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
4988	Niuean	belly	manava	manava	m a n a v a	Belly	1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
6485	Nukeria	belly	manava	manava	m a n a v a		1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
6227	Penrhyn	belly	manava	manava	m a n a v a	Belly	1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
688	Polynesian	belly	*manawa	*manawa	m a n a w a	'belly, stomach', check Geraghty 1984, who posits PCP *manawa	1385	m a n a w - - - a	C V C V C V	m a n a w - - - a	m a n a w a	C V C V C V
4097	Pukapuka	belly	manava	manava	m a n a v a		1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
2755	RakahangaManihiki	belly	manava nui	manava nui	m a n a v a n u i	gluttonous	1385	m a n a v a n u i	C V C V C V C V V	m a n a v a n u i	m a n a v a n u i	C V C V C V C V V
1805	Rapanui	belly	manava	manava	m a n a v a		1385	m a n a v - - - a	C V C V C V	m a n a v - - - a	m a n a v a	C V C V C V
3793	EastFutuna	belly	kona	kona	k o n a	Lower abdomen (Gzl)	1314	k o n a	C V C V	k o n a	k o n a	C V C V
485	EastUvea	belly	kona	kona	k o n a	Lower abdomen (Btn)	1314	k o n a	C V C V	k o n a	k o n a	C V C V
1129	Kapingamarangi	belly	kona	kona	k o n a	Navel	1314	k o n a	C V C V	k o n a	k o n a	C V C V
2062	Mangareva	belly	kona	kona	k o n a	Lower abdomen (Jnu)	1314	k o n a	C V C V	k o n a	k o n a	C V C V
6229	Penrhyn	belly	kona	kona	k o n a	Lower abdomen	1314	k o n a	C V C V	k o n a	k o n a	C V C V
5725	Hawaiian	belly	'ōpū	'ōpū	ʔ oː p uː		521	ʔ oː p uː	C V C V	ʔ oː p uː	ʔ oː p uː	C V C V
2060	Mangareva	belly	kōpū	kōpū	k oː p uː		521	k oː p uː	C V C V	k oː p uː	k oː p uː	C V C V
3511	NorthMarquesan	belly	'opu	'opu	ʔ o p u	Belly, stomach	521	ʔ o p u	C V C V	ʔ o p u	ʔ o p u	C V C V
6228	Penrhyn	belly	koopuu	koopuu	k oː p uː	Guts	521	k oː p uː	C V C V	k oː p uː	k oː p uː	C V C V
4495	Raivavae	belly	ʔōpū	ʔōpū	ʔ oː p uː		521	ʔ oː p uː	C V C V	ʔ oː p uː	ʔ oː p uː	C V C V
2756	RakahangaManihiki	belly	koopuu	koopuu	k oː p uː		521	k oː p uː	C V C V	k oː p uː	k oː p uː	C V C V
1806	Rapanui	belly	kopu	kopu	k o p u	Abdomen, belly, paunch, stomach (Fts)	521	k o p u	C V C V	k o p u	k o p u	C V C V
3791	EastFutuna	belly	tina'e	tina'e	t i n a ʔ e	belly of a pregnant woman	474	t i n a ʔ e	C V C V C V	t i n a ʔ e	t i n a ʔ e	C V C V C V
5492	FutunaAniwa	belly	shinae [ʃinae]	shinae	ʃ i n a e		474	ʃ i n a - e	C V C V V	ʃ i n a - e	ʃ i n a e	C V C V V
4294	MeleFila	belly	sinae	sinae	s i n a e	Probably confused with guts	474	s i n a - e	C V C V V	s i n a - e	s i n a e	C V C V V
7333	Anuta	below	raro	raro	r a r o	Below (Yen)	1315	r a r o	C V C V	- r a r o	r a r o	C V C V
3570	EastFutuna	below	lalo	lalo	l a l o	Below, under	1315	l a l o	C V C V	- l a l o	l a l o	C V C V
280	EastUvea	below	lalo	lalo	l a l o	Under, below	1315	l a l o	C V C V	- l a l o	l a l o	C V C V
5297	FutunaAniwa	below	raro	raro	r a r o	Below,  underneath,  down (Dty)	1315	r a r o	C V C V	- r a r o	r a r o	C V C V
5548	Hawaiian	below	lalo	lalo	l a l o		1315	l a l o	C V C V	- l a l o	l a l o	C V C V
965	Kapingamarangi	below	rara	rara	r a r a		1315	r a r a	C V C V	- r a r a	r a r a	C V C V
2110	Luangiua	below	lalo	lalo	l a l o	Below	1315	l a l o	C V C V	- l a l o	l a l o	C V C V
1858	Mangareva	below	raro	raro	r a r o		1315	r a r o	C V C V	- r a r o	r a r o	C V C V
748	Maori	below	i raro	i raro	r a r o		1315	r a r o	C V C V	i r a r o	i r a r o	V C V C V
4801	Niuean	below	lalo	lalo	l a l o	Below, under	1315	l a l o	C V C V	- l a l o	l a l o	C V C V
3279	NorthMarquesan	below	à'o	à'o	ʔ a ʔ o	Under, below	1315	ʔ a ʔ o	C V C V	- ʔ a ʔ o	ʔ a ʔ o	C V C V
6282	Nukeria	below	i raro	i raro	r a r o		1315	r a r o	C V C V	i r a r o	i r a r o	V C V C V
524	Polynesian	below	*lalo	*lalo	l a l o	PPn shows a replacement innovation. Probably a semantic shift, as suggested by PMic *lalo 'deep'	1315	l a l o	C V C V	- l a l o	l a l o	C V C V
3867	Pukapuka	below	lalo	lalo	l a l o		1315	l a l o	C V C V	- l a l o	l a l o	C V C V
4343	Raivavae	below	GaGo	GaGo	ɢ a ɢ o		1315	ɢ a ɢ o	C V C V	- ɢ a ɢ o	ɢ a ɢ o	C V C V
2550	RakahangaManihiki	below	raro	raro	r a r o		1315	r a r o	C V C V	- r a r o	r a r o	C V C V
1612	Rapanui	below	raro	raro	r a r o	Under, below	1315	r a r o	C V C V	- r a r o	r a r o	C V C V
7355	Anuta	big	rai	rai	r a i	Big (Yen)	238	r a - i	C V V	r a - i	r a i	C V V
3599	EastFutuna	big	lasi	lasi	l a s i	Big, great (Bgs)	238	l a s i	C V C V	l a s i	l a s i	C V C V
307	EastUvea	big	lahi	lahi	l a h i	Large	238	l a h i	C V C V	l a h i	l a h i	C V C V
1433	Emae	big	lasi	lasi	l a s i		238	l a s i	C V C V	l a s i	l a s i	C V C V
2134	Luangiua	big	lahi	lahi	l a h i	Big, fat	238	l a h i	C V C V	l a h i	l a h i	C V C V
4823	Niuean	big	lahi	lahi	l a h i	Large	238	l a h i	C V C V	l a h i	l a h i	C V C V
6088	Penrhyn	big	rahi	rahi	r a h i	Large	238	r a h i	C V C V	r a h i	r a h i	C V C V
546	Polynesian	big	*lasi	*lasi	l a s i	PPn show a replacement innovation.	238	l a s i	C V C V	l a s i	l a s i	C V C V
4366	Raivavae	big	Gahi	Gahi	ɢ a h i		238	ɢ a h i	C V C V	ɢ a h i	ɢ a h i	C V C V
2577	RakahangaManihiki	big	rahi	rahi	r a h i	big	238	r a h i	C V C V	r a h i	r a h i	C V C V
1641	Rapanui	big	rahi	rahi	r a h i	More, much, many (Fts)@	238	r a h i	C V C V	r a h i	r a h i	C V C V
5572	Hawaiian	big	nui	nui	n u i		189	n u i	C V V	n u i	n u i	C V V
1886	Mangareva	big	nui	nui	n u i	Big, many	189	n u i	C V V	n u i	n u i	C V V
774	Maori	big	nui	nui	n u i		189	n u i	C V V	n u i	n u i	C V V
3314	NorthMarquesan	big	nui	nui	n u i	Beaucoup, plusieurs, gros, grand (Dln)	189	n u i	C V V	n u i	n u i	C V V
6087	Penrhyn	big	nuä	nue	n u e	Big (Lmt)	189	n u e	C V V	n u e	n u e	C V V
2578	RakahangaManihiki	big	nui	nui	n u i	big	189	n u i	C V V	n u i	n u i	C V V
1640	Rapanui	big	nui	nui	n u i	Big	189	n u i	C V V	n u i	n u i	C V V
7416	Anuta	bird	manu(manu)	manu	m a n u	Animal (Fbg)	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
3674	EastFutuna	bird	manu	manu	m a n u	Animal (Gzl), animal, bird (i)	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
374	EastUvea	bird	manu lele	manu lele	m a n u l e l e	Bird	14	m a n u l e l e	C V C V C V C V	m a n u l e l e	m a n u l e l e	C V C V C V C V
1485	Emae	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
5392	FutunaAniwa	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
5634	Hawaiian	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
1040	Kapingamarangi	bird	manu	manu	m a n u	Bird	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
2188	Luangiua	bird	manu	manu	m a n u	Bird, animal	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
1960	Mangareva	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
835	Maori	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
4224	MeleFila	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
4890	Niuean	bird	manu lele	manu lele	m a n u l e l e	Bird (not animal)	14	m a n u l e l e	C V C V C V C V	m a n u l e l e	m a n u l e l e	C V C V C V C V
3390	NorthMarquesan	bird	manu	manu	m a n u	Bird	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
6376	Nukeria	bird	manu	manu	m a n u		14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
6144	Penrhyn	bird	manu	manu	m a n u	Bird, animal	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
602	Polynesian	bird	*manu	*manu	m a n u	(+ *lele 'to fly')	14	m a n - - - - u	C V C V	m a n - - - - u	m a n u	C V C V
